date,data,change,pct_change,id,realtime_start,realtime_end,title,observation_start,observation_end,frequency,frequency_short,units,units_short,seasonal_adjustment,seasonal_adjustment_short,last_updated,popularity,notes,month_year
2010-10-01,22.74,0.07,0.309,CES0500000003,2020-06-18,2020-06-18,"Average Hourly Earnings of All Employees, Total Private",2006-03-01,2020-05-01,Monthly,M,Dollars per Hour,$ per Hour,Seasonally Adjusted,SA,2020-06-05 08:32:11-05,74,The series comes from the 'Current Employment Statistics (Establishment Survey).'  The source code is: CES0500000003,10-2010
2010-11-01,22.73,-0.01,-0.044,CES0500000003,2020-06-18,2020-06-18,"Average Hourly Earnings of All Employees, Total Private",2006-03-01,2020-05-01,Monthly,M,Dollars per Hour,$ per Hour,Seasonally Adjusted,SA,2020-06-05 08:32:11-05,74,The series comes from the 'Current Employment Statistics (Establishment Survey).'  The source code is: CES0500000003,11-2010
2010-12-01,22.76,0.03,0.132,CES0500000003,2020-06-18,2020-06-18,"Average Hourly Earnings of All Employees, Total Private",2006-03-01,2020-05-01,Monthly,M,Dollars per Hour,$ per Hour,Seasonally Adjusted,SA,2020-06-05 08:32:11-05,74,The series comes from the 'Current Employment Statistics (Establishment Survey).'  The source code is: CES0500000003,12-2010
2011-01-01,22.85,0.09,0.395,CES0500000003,2020-06-18,2020-06-18,"Average Hourly Earnings of All Employees, Total Private",2006-03-01,2020-05-01,Monthly,M,Dollars per Hour,$ per Hour,Seasonally Adjusted,SA,2020-06-05 08:32:11-05,74,The series comes from the 'Current Employment Statistics (Establishment Survey).'  The source code is: CES0500000003,01-2011
2011-02-01,22.87,0.02,0.088,CES0500000003,2020-06-18,2020-06-18,"Average Hourly Earnings of All Employees, Total Private",2006-03-01,2020-05-01,Monthly,M,Dollars per Hour,$ per Hour,Seasonally Adjusted,SA,2020-06-05 08:32:11-05,74,The series comes from the 'Current Employment Statistics (Establishment Survey).'  The source code is: CES0500000003,02-2011
2011-03-01,22.87,0.0,0.0,CES0500000003,2020-06-18,2020-06-18,"Average Hourly Earnings of All Employees, Total Private",2006-03-01,2020-05-01,Monthly,M,Dollars per Hour,$ per Hour,Seasonally Adjusted,SA,2020-06-05 08:32:11-05,74,The series comes from the 'Current Employment Statistics (Establishment Survey).'  The source code is: CES0500000003,03-2011
2011-04-01,22.92,0.05,0.219,CES0500000003,2020-06-18,2020-06-18,"Average Hourly Earnings of All Employees, Total Private",2006-03-01,2020-05-01,Monthly,M,Dollars per Hour,$ per Hour,Seasonally Adjusted,SA,2020-06-05 08:32:11-05,74,The series comes from the 'Current Employment Statistics (Establishment Survey).'  The source code is: CES0500000003,04-2011
2011-05-01,22.99,0.07,0.305,CES0500000003,2020-06-18,2020-06-18,"Average Hourly Earnings of All Employees, Total Private",2006-03-01,2020-05-01,Monthly,M,Dollars per Hour,$ per Hour,Seasonally Adjusted,SA,2020-06-05 08:32:11-05,74,The series comes from the 'Current Employment Statistics (Establishment Survey).'  The source code is: CES0500000003,05-2011
2011-06-01,23.01,0.02,0.087,CES0500000003,2020-06-18,2020-06-18,"Average Hourly Earnings of All Employees, Total Private",2006-03-01,2020-05-01,Monthly,M,Dollars per Hour,$ per Hour,Seasonally Adjusted,SA,2020-06-05 08:32:11-05,74,The series comes from the 'Current Employment Statistics (Establishment Survey).'  The source code is: CES0500000003,06-2011
2011-07-01,23.1,0.09,0.391,CES0500000003,2020-06-18,2020-06-18,"Average Hourly Earnings of All Employees, Total Private",2006-03-01,2020-05-01,Monthly,M,Dollars per Hour,$ per Hour,Seasonally Adjusted,SA,2020-06-05 08:32:11-05,74,The series comes from the 'Current Employment Statistics (Establishment Survey).'  The source code is: CES0500000003,07-2011
2011-08-01,23.07,-0.03,-0.13,CES0500000003,2020-06-18,2020-06-18,"Average Hourly Earnings of All Employees, Total Private",2006-03-01,2020-05-01,Monthly,M,Dollars per Hour,$ per Hour,Seasonally Adjusted,SA,2020-06-05 08:32:11-05,74,The series comes from the 'Current Employment Statistics (Establishment Survey).'  The source code is: CES0500000003,08-2011
2011-09-01,23.11,0.04,0.173,CES0500000003,2020-06-18,2020-06-18,"Average Hourly Earnings of All Employees, Total Private",2006-03-01,2020-05-01,Monthly,M,Dollars per Hour,$ per Hour,Seasonally Adjusted,SA,2020-06-05 08:32:11-05,74,The series comes from the 'Current Employment Statistics (Establishment Survey).'  The source code is: CES0500000003,09-2011
2011-10-01,23.21,0.1,0.433,CES0500000003,2020-06-18,2020-06-18,"Average Hourly Earnings of All Employees, Total Private",2006-03-01,2020-05-01,Monthly,M,Dollars per Hour,$ per Hour,Seasonally Adjusted,SA,2020-06-05 08:32:11-05,74,The series comes from the 'Current Employment Statistics (Establishment Survey).'  The source code is: CES0500000003,10-2011
2011-11-01,23.18,-0.03,-0.129,CES0500000003,2020-06-18,2020-06-18,"Average Hourly Earnings of All Employees, Total Private",2006-03-01,2020-05-01,Monthly,M,Dollars per Hour,$ per Hour,Seasonally Adjusted,SA,2020-06-05 08:32:11-05,74,The series comes from the 'Current Employment Statistics (Establishment Survey).'  The source code is: CES0500000003,11-2011
2011-12-01,23.21,0.03,0.129,CES0500000003,2020-06-18,2020-06-18,"Average Hourly Earnings of All Employees, Total Private",2006-03-01,2020-05-01,Monthly,M,Dollars per Hour,$ per Hour,Seasonally Adjusted,SA,2020-06-05 08:32:11-05,74,The series comes from the 'Current Employment Statistics (Establishment Survey).'  The source code is: CES0500000003,12-2011
2012-01-01,23.24,0.03,0.129,CES0500000003,2020-06-18,2020-06-18,"Average Hourly Earnings of All Employees, Total Private",2006-03-01,2020-05-01,Monthly,M,Dollars per Hour,$ per Hour,Seasonally Adjusted,SA,2020-06-05 08:32:11-05,74,The series comes from the 'Current Employment Statistics (Establishment Survey).'  The source code is: CES0500000003,01-2012
2012-02-01,23.27,0.03,0.129,CES0500000003,2020-06-18,2020-06-18,"Average Hourly Earnings of All Employees, Total Private",2006-03-01,2020-05-01,Monthly,M,Dollars per Hour,$ per Hour,Seasonally Adjusted,SA,2020-06-05 08:32:11-05,74,The series comes from the 'Current Employment Statistics (Establishment Survey).'  The source code is: CES0500000003,02-2012
